Teks_Komentar,teks_final
"Medsos membuka mata orang bang. Dengan melihat negara lain yang dikelola lebih baik, kita jadi sadar betapa bobroknya pemerintahan negara ini. Bukti konkretnya Indonesia sudah mulai kesusul negara-negara Asia Tenggara yang dulunya di bawah kita. Itu murni efek ketidakbecusan pemerintah. Melihat Prabowo mengangkat orang2 kotor juga nambah frustasi, ga ada harapan, gelap. Sekarang yang mau Kaburajadulu tapi belum bisa apa-apa pada diketawain. Tapi gue yakin fenomena ini bukan instan dimana kita bakal lihat WNI exodus ke luar negeri hari ini. Kita baru akan lihat efeknya beberapa tahun ke depan. Karena gue tau sebagian orang hari ini mulai serius untuk mengasah skill dan belajar bahasa asing.",medsos buka mata orang lihat negara kelola sadar betapa bobrok perintah negara bukti konkret indonesia susul negaranegara asia tenggara dulunya murni efek ketidakbecusan perintah lihat prabowo angkat orangorang kotor frustasi harap gelap kaburajadulu apaapa diketawain gue fenomena instan lihat wni exodus negeri lihat efek gue orang serius asah skil ajar bahasa asing
Kabur dr masalah tp  masalahnya gk ikut kabur. Sialan lo ninggalin masalah😂,kabur kabur sial tinggal masalahwajahgembiraberuraiairmata
"Info loker dong abg abg ganteng. Malaysia,singapore gaskan. Pengalaman,barista,retail",info loker abang abang ganteng malaysiasingapore gas pengalamanbaristaretail
"Aku jujur juga pengen masuk ke BUMN mas panji.  Tapi apa daya selalu ga masuk karena ada alasan yang ga masuk akal.  Jujur benar apa yang dikatakan mas panji, orang kalo dah masuk BUMN itu gajiannya juga gila, minim gajian 14x, 17x atau lebih 20x. Dan ya kalo temen2 bumn selalu cerita paychecknya dan ngelihatin breakdown nya itu gila abis. apakah membuat luka yang lain? bisa jadi tapi kenyataannya memang begitu, mengapa mereka mengeluh ya",jujur pengin masuk bumn mas panji daya masuk alas masuk akal jujur mas panji orang deh masuk bumn gaji gila minim gaji x x x temanteman bumn cerita paychecknya ngelihatin breakdown gila habis luka nyata keluh
"Sori bang, perbandingan yg lu pake itu menurut gua kurang pas. Karena jika mencontohkan pemain bola profesional mereka tetap mempertahankan kewarganegaraan Indonesia, sehingga masih ada kontribusi untuk Indonesia. Sedangkan yg lu contohkan sebelumnya seperti orang yg melepas kewarganegaraan Indonesianya itu berarti secara tidak langsung mereka sudah tidak memiliki kontribusi atau hak dan kewajiban seperti yg tertuang di UUD NRI 1945. Jadi menurut gua, silahkan kabur ke luar negeri mencari penghidupan yg lebih layak dan baik, namun jangan lupa tetap berkontribusi untuk Indonesia, itulah seperti yg dikatakan Anies Baswedan.",sori banding pakai pas contoh main bola profesional tahan kewarganegaraan indonesia kontribusi indonesia contoh orang lepas kewarganegaraan indonesia arti langsung milik kontribusi hak wajib tuang uud nri sila kabur negeri cari hidup layak lupa kontribusi indonesia anies baswedan
Panji duta kabur Indonesia wkwkk,panji duta kabur indonesia
"Bahkan ada Sodara smp ganti WN, bner2 Kabur.. 😹😷😹😷",sodara ganti wn benarbenar kabur wajahkucinggembiraberuraiairmatawajahbermaskerwajahkucinggembiraberuraiairmatawajahbermasker
Pemerintah udah terlalu OP,perintah op
Sbnre Indonesia itu negara kaya yg kabur itu yg idiot hasil alam Indonesia bnyk mulai nikel minyak tima hrusnya yg diusir itu bnyk wna yg menguasai Indonesia dan ngambilin hasil alam Indonesia dg gratis harusnya pemerinta nya yg tukang korup itu yg hrus diusir dari negara Indonesia yg kaya ini uda ganti aja pemerinta yg bisa mengatur hasil alam dg benar dan klo bisa hasil alamny yg trilyunan dibagi ke rakyat nya,sbnre indonesia negara kayak kabur idiot hasil alam indonesia nikel minyak tima usir wna kuasa indonesia ngambilin hasil alam indonesia gratis pemerinta tukang korup usir negara indonesia kayak ganti pemerinta atur hasil alam hasil alamny trilyunan rakyat
SETUJU BUKA QNA,tuju buka qna
"Tan Malaka kabur ke Tiongkok, lalu ke Singapura untuk belajar, bekerja dan menulis, walau pada akhirnya balik ke Indonesia juga...",tan malaka kabur tiongkok singapura ajar kerja tulis indonesia
"Jujur nih mas Pandji.... dari tahun lalu saya pernah mau tanya mas via DM instagram tentang kerja di luar negeri. Pertanyaan saya waktu itu ""apakah saya salah secara hukum dan moral kalau saya lebih memilih kerja di luar negeri, menggerakkan roda ekonomi negara orang, bayar pajak di negara orang"". Tapi selalu ada rasa ragu untuk bertanya. Takutnya mengganggu kegiatan mas Pandji....  But finally... muncul juga tagar tersebut, dan sekarang mas Pandji membahas topik itu. Terima kasih mas! 🫡🫡🫡🫡🫡",jujur mas pandji mas via dm instagram kerja negeri salah hukum moral pilih kerja negeri gerak roda ekonomi negara orang bayar pajak negara orang ragu takut ganggu giat mas pandji finally muncul tagar mas pandji bahas topik terima kasih mas
"Sebagai yang udah pernah kabur, mestinya kasih testimoni 😂",kabur mesti kasih testimoni wajahgembiraberuraiairmata
"Mencintai Indonesia tidak pernah sama dengan mencintai Pemerintah Republik Indonesia Indonesia adalah tempat lahir Indonesia adalah darah di dalam tubuh yang deras mengalir  Sungguh tidak berhak manusia-manusia culas itu mengklaim paling cinta Indonesia, sementara kebijakan-kebijakan yang mereka buat hanya untuk keuntungan golongannya.",cinta indonesia cinta perintah republik indonesia indonesia lahir indonesia darah tubuh deras alir sungguh hak manusiamanusia culas klaim cinta indonesia kebijakankebijakan untung golong
"wah mens rea konsep ""cerita"" nya raditya dika, jadi cerita politikku by pandji pragiwaksono",mens rea konsep cerita raditya dika cerita politik pandji pragiwaksono
Setuju bang panji...👍👍,tuju panjijempolkeatasjempolkeatas
"Mungkin cuma Jokowi, Erick Tohir, dan Habibie yg dianggap di luar negeri ya?",jokowi erick tohir habibie anggap negeri
"Kabur kok dilarang, di Islam malah dianjurkan buat Hijrah loh",kabur larang islam anjur hijrah loh
31:37 pajak kita masuk ke kantong yang tidak tepat,pajak masuk kantong
Kabur Aja Dulu apakah bisa disamakan dengan Hijrah?,kabur hijrah
Pajak cuma dinikmati sama yg ekonomi rendah,pajak nikmat ekonomi rendah
"gw kuliah di HI,  skripsi gw soal migrasi saking pengen kabur dari Indonesia...",gue kuliah hi skripsi gue migrasi saking pengin kabur indonesia
"Sejak 2008, sudah skeptis dengan keadaan Indonesia, jadi saya kaburaja ga pakai dulu. Dan langsung ganti paspor, Alhamdulillah selalu dapat kerja asal ga malas, kesehatan di jamin, istri melahirkan gratis, sekolah anak gratis, bahkan sempat operasi 33:15 masuk rumah sakit dan dirawat berminggu-minggu gerateess.   Posisi saya terakhir di tahun 2008 marketing baju cowok sekaligus merangkap kuli delivery sebagai penghasilan tambahan di tanah abang jakarta.  Kalau masalah nasionalis memang benar saya tidak nasionalis. Karena dengan hanya cuma modal nasionalis, perut tidak bisa diisi, biaya rumah sakit tetap bayar, biaya pendidikan juga masi mencekik ya silahkan makan saja rasa nasionalisme itu.  Nasionalis hanya sebuah karung sampah yg tergeletak dibawah meja kantor DPR MPR.",skeptis indonesia kaburaja pakai langsung ganti paspor alhamdulillah kerja malas sehat jamin istri lahir gratis sekolah anak gratis operasi masuk rumah sakit rawat bermingguminggu geratees posisi marketing baju cowok rangkap kuli delivery hasil tanah abang jakarta nasionalis nasionalis modal nasionalis perut isi biaya rumah sakit bayar biaya didik cekik sila makan nasionalisme nasionalis buah karung sampah geletak meja kantor dpr mpr
Setuju qna nyaaa...bang panji bahas danantara juga yaaaa❤,tuju qna nyabang panji bahas danantara
Yaah kan dia nya juga pernah kabur juga ke yoradan😊,kabur yoradanwajahtersenyumdenganmatabahagia
"atau maksudnya kabur aja dulu itu, dia gak tau mau ngapain di luar,gak tau di luar kaya gimana,tapi mikir di indonesia udah ga ada masa depan, jadi kaya loncat dari ketinggian,ga tau selamet apa engga tapi loncat aja dulu",maksud kabur kapai luarenggak kayak bagaimanatapi mikir indonesia kayak loncat ketinggianenggak selamet loncat
"Kalo gua pas main game KABUR AJA DULU, tar balik lagi terus kita bantai semuanya 🤣",pas main game kabur entar bantai tertawaterbahakbahak
HEY PEMERINTAH. DENGER NIH!!!!,hey perintah dengar
"BANG SI BAHLIL GA NASIONALIS, MABOK AJA MINUM ALKOHOL BRAND LUAR NEGERI. MANA ADA TUH SI BAHLIL MABOK MINUM TOPI MIRING",bahlil nasionalis mabok minum alkohol brand negeri bahlil mabok minum topi miring
"Sejak proklamasi kemerdekaan, kapan pejabat pemerintah tidak mengecewakan & bikin jengkel rakyatnya? Kapan pejabat pemerintah tidak ambil untung sendiri dari kekayaan alam Indonesi? Dan kapan pejabat pemerintah & aparatnya tidak korupsi?  Pemilu adalah omong kosong. Untuk itulah saya sudah golput sejak 2014 karena saya kapok & tidak mau lagi membeli jualan dan bualan politisi yg terus menerus mengakali rakyatnya untuk kepentingan mereka sendiri..  Semua parpol & politisi adalah 💩  Tuhan memang adil dalam bertindak.. Alam Indonesia dibuatNya OP tapi tidak dengan orang-orangnya 🤣  Pejabatnya rakus dan sadis, rakyatnya bloon dan mudah diadu domba..",proklamasi merdeka jabat perintah kecewa bikin jengkel rakyat jabat perintah ambil untung kaya alam indonesi jabat perintah aparat korupsi milu omong kosong golput kapok beli jual bual politis akal rakyat parpol politis kotor tuhan adil tindak alam indonesia op orangorangnya tertawaterbahakbahak jabat rakus sadis rakyat bloon mudah adu domba
kami setuju pandji terbang,tuju pandji terbang
"KETIKA SEBUAH PEMERINTAH TIDAK BISA MENYELESAIKAN MASALAH, BISA JADI PEMERINTAHLAH MASALAHNYA.",buah perintah selesai perintah
Ngak usah jauh2 timnas bang  Sya yg TKI aja mau pulang binggung mau kerja apa  Makanya kebanyakan pda balik lg merantau jdi TKI selain persyaratan nya ngak ribet gaji nya jg gede,timnas tki pulang binggung kerja rantau tki syarat ribet gaji gede
Setuju q&a 😊,tuju kua wajahtersenyumdenganmatabahagia
"kalo mau kabur aja dlu, inget diri sendiri dlu, klo punya skill ya boleh, kalo ga punya skill ya percuma,klo udah kabur ke negri orang bingung ga bisa ngapa-ngapain",kabur skil skil percumakalo kabur negeri orang bingung ngapamengapai
"bang, menurut gue sih kenapa sentimennya makin keras bukan krn kritiknya itu udh mulai out of context atau ada yang ngipas2 kaya yang lo bilang. tp emang situasinya tuh udh mulai menggunung dan kerasa. ditambah, kan skrg jg banyak generasi2 baru yang mulai kesentuh dan terdampak sama struktur sosial dan ekonomi yg udh ada, gen z misalnya.  wajar aja menurut gue kritiknya pun juga makin keras.  Terus lo kan blg ""ah jaman sby, mega, habibie juga bermasalah"" ya justru itu. kita ini udh dihadapi sama masalah yang ada, sama pemerintahnya pragib ini makin diperkeruh situasinya. ibaratnya ini tai belum kebuang, ditambahin tai lagi. dan gue rasa juga lebih banyak mudharatnya dibanding positifnya.",gue sentimen keras kritik context ngipas kayak bilang situasi gunung generasi sentuh dampak struktur sosial ekonomi gen wajar gue kritik keras bilang ah jaman surabaya mega habibie hadap perintah pragib keruh situasi tahi buang ditambahin tahi gue mudharatnya banding positif
Knp anies gk kabur ke yemen😂🎉,anies kabur yemenwajahgembiraberuraiairmatapartypopper
"Setuju aja klo mw ada QnA pasti bakal seru bangetz, lgan saya jga gk nonton karna kehabisan tiket di surabaya",tuju qna seru bangetz lgan tonton habis tiket surabaya
"gimana ga pengen kabur ajh dulu , kalau sempat ada berita anak TK dipalak sama ormas yang mana katanya presiden ajh jadi anggota ormas tersebut utuk mendulang suara,",pengin kabur berita anak palak ormas presiden anggota ormas utuk dulang suara
"Setuju dgn kelemahan paspor Indonesia. Banyak kesempatan hilang hanya karena pengurusan bisa dgn paspor Indonesia ribet . Jgn bandingkan dgn Singapore, dgn Thailand aja, kita kalah",tuju lemah paspor indonesia hilang urus paspor indonesia ribet banding singapore thailand kalah
"Pungli yang dilakukan mulai dari level paling bawah seperti tukang parkir dan pak ogah sampai yg dilakukan aparat dan pejabat berkedok izin dan regulasi itu menyebabkan efek domino yg sangat panjang. Bayangin ada investor atau pengusaha yg mau buka pabrik dan perusahaan baru di Indonesia, yg bisa bikin lapangan kerja baru dan mengurangi pengangguran. Malah dipalakin duluan sama pejabat dan aparat di Indonesia. Belum lagi dealing sama akamsi, ormas dan masyarakat demo gak jelas nuntut kebagian jatah juga. Itulah akar masalah dari hastag kaburajadulu. Akar masalahnya dari kebiasaan pungli, nepotisme dan orang dalam.",pungli laku level tukang parkir ogah laku aparat jabat kedok izin regulasi efek domino bayang investor usaha buka pabrik usaha indonesia bikin lapang kerja anggur dipalakin duluan jabat aparat indonesia dealing akamsi ormas masyarakat demo tuntut jatah akar hastag kaburajadulu akar pungli nepotisme orang
"Adem  denger, PRABOWO JUGA KABUR😊",adem dengar prabowo kaburwajahtersenyumdenganmatabahagia
"kabur aja dulu,bagi yg punya skill dan kemampuan modal finansial,jangan jadi tki ilegal",kabur dulubagi skil modal finansialjangan tki ilegal
"Sampe masyarakat biasa bisa ngomong ""kalo sekarang emang kita butuh ordal, kalo terlalu jujur gak bakal dapet kerja"" itu udah terlalu gelap sih. Dan iya buat yg bisa kaburajadulu, semoga sukses. Yang belum bisa, semoga kita kuat dan berhasil",masyarakat omong butuh ordal jujur kerja gelap iya kaburajadulu moga sukses moga kuat hasil
"Kabur aja dulu juga bisa artinya kabur aja dulu, nanti udah sampai di luar negeri baru mikirin gimana2nya.",kabur arti kabur negeri pikir gimananya
Bang panji udah ganti warga negara belum???,panji ganti warga negara
kalau menurut saya alasan sebenarnya fenomena ini penyebabnya bukan karena urusan politik tapi murni ekonomi karena secara arbitrase mata uang kita lemah terhadap banyak negara lain sehingga kalau bekerja di negara lain dan hasilnya dibawa ke indonesia bisa menyebabkan kehidupan yg lebih baik bagi keluarga mereka di sini,alas fenomena urus politik murni ekonomi arbitrase mata uang lemah hadap negara kerja negara hasil bawa indonesia hidup keluarga
"Bang Panji, boleh berbagi tips dong buat orang yang mau kembali ke Indonesia setelah 10 tahun di luar negeri, apakah masih bisa belajar street smart di Indonesia 😅",panji tips orang indonesia negeri ajar street smart indonesia wajahtersenyumlebardanberkeringat
Setuju ada Q&A 👍👍👍,tuju kua jempolkeatasjempolkeatasjempolkeatas
Ngga setuju,tuju
"sebenernya yang memberatkan adalah indonesia itu ga memperbolehkan paspor ganda, padahal, sbg contoh, Bellingham ketika ke Real Madrid, itu sebenernya dia kena kuota non-EU, karena inggris itu keluar dari EU, akhirnya, buat mengakali sistem tersebut, Bellingham apply lah paspor irlandia dari neneknya. Masalah kek gini akan jauh lebih gampang kalo indo ga ego maksa rakyatnya punya satu paspor saja.",berat indonesia paspor ganda contoh bellingham real madrid kena kuota noneu inggris eu akal sistem bellingham apply paspor irlandia nenek kayak gampang indonesia ego maksa rakyat paspor
"Setuju bang, QnA untuk memberi makan isi kepala penontonmu",tuju qna makan isi kepala tonton
"setuju kasih surat untuk Q&A tp jangan dijawab diacara itu, buat bikin konten promosi streaming di comika. lumayan itu 11 kota, 1 kota ada 100 pertanyaan ajh dapet banyak buat kontrn promosi",tuju kasih surat kua acara bikin konten promosi streaming comika lumayan kota kota kontrn promosi
"Kabur aja dlu gpp kok, intinya dunia ini isinya tentang perjuangan",kabur apaapa inti dunia isi juang
"klo punya kemampuan mending kabur aja dulu.. apa daya yang tidak punya kemampuan, hanya bs bersabar melihat kekacauan dunia persilatan",mending kabur daya sabar lihat kacau dunia silat
"Mereka bukan pengkhianat, cuma Sasuke yang lagi cari power di luar Konoha.  Terimakasih member yang dermawan.",khianat sasuke cari power konoha terimakasih member dermawan
"Lo kaburrr,tetap aja nyari makannya di Indo",kaburtetap cari makan indonesia
"Setau gw eksil gabisa pulang  karena mereka lg disekolahkan sm sukarno dan semua simpatisan sukarno dilarang pulang lagi sama suharto ketika ganti rezim dari orlam ke orba, passportnya dicabut sehingga menjadi stateless. Rasanya beda ya dgn fenomena kaburajadulu konteksnya.",gue eksil pulang sekolah sukarno simpatisan sukarno larang pulang suharto ganti rezim orlam orba passportnya cabut stateles beda fenomena kaburajadulu konteks
" Gw tahun ini resmi lepas WNI dan jadi WNA. Jujur, kekecewaan sama pemerintah dan negara juga jadi sumbu paling besar.  😁 Alhamdulillah sekarang megang Paspor Jerman.",gue resmi lepas wni wna jujur kecewa perintah negara sumbu wajahgembiradenganmatabahagia alhamdulillah pegang paspor jerman
SETUJU buat Q&A,tuju kua
"Gw lulusan teknik elektro (bidang Mekatronika). Kuliahnya lama 7 tahun (iya lama) dan ipk gw rendah (2.43, tp msh lebih tinggi dari si gibran) dan gw udah lulus kurang lebih enam bulanan. Dengan dua hal yg terjadi pd gw itu SUSAH BANGET cari kerja di Indonesia. Yg cum laude aja msh ada yg susah cari kerja, apalg gw. Tapi, apakah iya tidak ada peluang kerja di Indonesia bagi gw yg akademik nya ga mentereng ini? Mungkin gw jg yg kehabisan cara atau kreativitas untuk melakukan sesuatu, kalau ada saran dan kritikan boleh bgt disampaikan. Tapi, at the same time gw percaya seharusnya opportunity itu terbuka untuk semua orang. Doakan semoga gw segera dapat kerja.",gue lulus teknik elektro bidang mekatronika kuliah iya ipk gue rendah gibran gue lulus enam gue susah banget cari kerja indonesia cum laude susah cari kerja gue iya peluang kerja indonesia gue akademik mentereng gue habis kreativitas laku saran kritik banget time gue percaya opportunity buka orang doa moga gue kerja
